name,alcohol_%,avg_rating_%,country,description,distillery,img,n_votes,price,taste_box_fruits,taste_box_gravy,taste_box_qualitiy,taste_box_sherry_port_barrel,taste_box_smoke_torf,taste_box_sweet,taste_box_total,url,whisky_type
Gilors Peated (Deutschland) 3J-2012/2016,42.0,,Deutschland,Der Obsthof der Henrichs besteht schon seit 1970 in der hessischen Kleinstadt Kriftel. Holger und Ralf Henrich haben in den letzten Jahren den Schwerpunkt auf Kelterei und Brennerei gelegt. Der Name Gilors kommt aus dem Gälischen und bedeutet soviel wie 'goldenes Wasser'.Die Abfüllung Peated wurde aus schottischem Torfmalz gebrannt und rund drei Jahre in Bourbonfässern gereift.Limitiert auf 358 Flaschen!,Henrich GbR Auf der Hohlmauer 2 65830 Kriftel/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GILOR0PE0_1.jpg,,5490,,,,,,,,https://www.whisky.de/shop/International/Gilors-Peated-Deutschland-3J-2012-2016.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Nikka Black Rich Blend (Japan),40.0,2.0,Japan,Japanischer Whisky erfreut sich immer größerer Beliebtheit. Auch geschmacklich können die Whiskys mit den schottischen Abfüllungen mithalten.Der Nikka Blended Whisky gehört zu den beliebtesten in Japan.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKABLRI_1.jpg,1,2590,,,,,,,,https://www.whisky.de/shop/International/Nikka-Black-Rich-Blend-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Whisky
Aichinger Selected Cask (Österreich),51.0,4.0,Österreich,Der Blend Selected Cask wurde aus Weizen und Gerstenmalz kreiert und in europäischen Eichenfässern gereift. Die Barriquefässer fassten 225 Liter. Danach folgte ein 6-monatiges Finish in Weinfässern bevor er in Fassstärke abgefüllt wurde.,Hilka GmbH Hilkering 12 4081 Hartkirchen/AT,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AICHI00SE_1.jpg,3,5490,,,,,,,,https://www.whisky.de/shop/International/Aichinger-Selected-Cask-Oesterreich.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Blended Whisky
Gold Cock (Tschechien) 12 Jahre,43.0,3.1,Tschechien,Gold Cock ist Tschechiens älteste Whisky Marke. Die Brennerei Rudolf Jelínek wurde bereits 1894 gegründet. Neben seinen renomierten Obstbränden und Likören wird auch Single Malt Whisky destilliert. ,Rudolf Jelínek a.s. Razov 472 76312 Vizovice/CZ,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GOLDC1200_1.jpg,14,2190,,,,,,,,https://www.whisky.de/shop/International/Gold-Cock-inkl-gratis-Glas-Tschechien-12-Jahre.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Slyrs Fifty One (Deutschland),51.0,3.2,Deutschland,Fifty One ist eine Komposition aus mehreren Fässern. Neben den klassischen Weißeichenfässern wurden auch verschiedene Weinfinishes verwendet. Vor Abfüllung wurde der Malt noch auf 51% vol verdünnt. Die Alkoholstärke gab dem Single Malt auch seinen Namen.,Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SLYRS00FO_1.jpg,6,5790,,,,,,,,https://www.whisky.de/shop/International/Slyrs-Fifty-One-Deutschland.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Flóki Sheep Dung Smoked Reserve (Island),47.0,1.0,Island,"Sheep Dung Smoked Reserve ist die rauchige Variante von Flóki. Auf Island gibt es keinen Torf, daher werden Lebensmittel traditionell mit Schafsmist geräuchert. Nachdem das Malz über dem schwelenden Mist gedarrt wurde, reifte der junge Malt noch ein bis zwei Jahre in frischen Eichenfässern.",Kirsch Whisky Import Schnepker Str. 32 28857 Syke/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_FLOKI0SD0_1.jpg,1,5990,,,,,,,,https://www.whisky.de/shop/International/Fl-ki-Sheep-Dung-Smoked-Reserve-Island-2016.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Destillat (Spirit)
Teerenpeli Karhi (Finnland),43.0,4.5,Finnland,5 bis 7 Jahre reifte der Malt für die Abfüllung Karhi in klassischen Bourbonfässern. Danach wurde der Whisky ein Jahr in Süßweinfässern nachgereift.Limitiert auf 1.882 Flaschen!,Teerenpeli Distillery Rautatienkatu 13 15110 Lahti/FI,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_TEEREKARH_1.jpg,2,6690,,,,,,,,https://www.whisky.de/shop/International/Teerenpeli-Karhi-Finnland.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Single Malt Whisky
Nikka Taketsuru (Japan),43.0,3.3,Japan,"Masataka Taketsuru gilt als Vater des japanischen Whiskys. Schon 1918 reiste er durch Schottland, um die Kunst der Whiskyherstellung zu erlernen. 1934 gründete er das Unternehmen Nikka, zu dem die zwei Brennereien Miyagikyo (Honshu) und Yoichi (Hokkaido) gehören.Dieser nach dem Gründer benannte Whisky ist der Nachfolger der 12-jährigen Abfüllung.",La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKATA00_1.jpg,17,5290,,,,,,,,https://www.whisky.de/shop/International/Nikka-Taketsuru-Japan.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Malt Whisky
Penderyn Madeira Finish (Wales),46.0,2.9,Wales,Die preisgekrönte Penderyn-Abfüllung erhielt nach einer Bourbonfasslagerung noch eine Nachreifung in Weinfässern. Anschließend wurde der Whisky mit angenehmen 46% vol abgefüllt.,Welsh Whisky Company Penderyn Distillery Pontpren Penderyn CF44 0SX/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PENDE00MA_1.jpg,33,4290,49,59,67,68,4,38,68,https://www.whisky.de/shop/International/Penderyn-Madeira-Finish-Wales.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Raritas Diaboli (Deutschland) /2015,62.2,3.0,Deutschland,"Kreiert wurde dieser Blend von drei befreundeten Unternehmen. Jürgen Deibel ist Spirits Consultant. Irisch Lifestyle vertreibt seltene irische und schottische Whiskys, die den Weg über die großen Hersteller und Distributeure ansonsten nicht nach Deutschland gefunden hätten. Und die Slyrs Destillerie ist bekannt durch ihren gleichnamigen bayerischen Single Malt Whisky. Welche internationalen Whiskys für den Blend verwendet wurden, bleibt das Geheimnis der drei Unternehmen.Limitiert auf 1.509 Flaschen!",Slyrs Destillerie GmbH & Co. KG Bayrischzeller Straße 13 83727 Schliersee/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_RARITDI15_1.jpg,2,4490,,,,,,,,https://www.whisky.de/shop/International/Raritas-Diaboli-Deutschland-2015.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Blended Whisky
Penderyn Legend (Wales),41.0,3.0,Wales,"Die britische Brennerei Penderyn benutzt für die einstufige Destillation ihrer Malts eine Faraday-Kupferblase, die weltweit einzigartig ist.Der Legend ist die Nachfolgerabfüllung des Penderyn Madeira Finishes, jetzt im neuen Design. Der rote Drache ist das Wappentier von Wales und soll den keltischen Ursprung der modernen Brennerei symbolisieren.",Welsh Whisky Company Penderyn Distillery Pontpren Penderyn CF44 0SX/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PENDE00LM_1.jpg,3,3590,49,59,67,68,4,38,68,https://www.whisky.de/shop/International/Penderyn-Legend-Wales.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Glen Els Banyuls Casks (Deutschland) 5J-2011/2017,50.3,4.0,Deutschland,Das Malz für diesen Whisky wurde mit leichtem Holzrauch getrocknet. Der Whisky reifte in französischen Banyuls Süßweinfässern.Limitiert auf 777 Flaschen!,Hammerschmiede Spirituosen Karl-Theodor Buchholz Elsbach 11a 37449 Zorge/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_GELS00FB0_1.jpg,1,7990,,,,,,,,https://www.whisky.de/shop/International/Glen-Els-Banyuls-Casks-Deutschland.html?force_sid=cedff3485b3ee94fdaa04194213588d9&&searchorigin=2,Single Malt Whisky
Mackmyra Whisky.de (Schweden) 7 Jahre,49.6,4.0,Schweden,Exklusiv für Whisky.de wurde dieses Einzelfass von Mackmyra abgefüllt. Der Single Malt reifte zuerst sechs Jahre im Bourbonfass. Seine besondere Farbe erhielt er durch das einjährige Kirschwein-Finish.Limitiert auf 390 Flaschen!,Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM0WDE_1.jpg,2,6890,,,,,,,,https://www.whisky.de/shop/International/Mackmyra-Whisky-de-Schweden.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Malt Whisky
Amrut (Indien),46.0,3.0,Indien,"Die indische Mythologie berichtet von Göttern und Dämonen, die in der Vorzeit den Ozean mit Hilfe der Berge durchmischten. Auf einmal sprang ein goldener Topf aus dem Wasser, der das Elexier des Lebens enthielt. Diesen nannten sie Amrut.Der moderne Amrut hat seine Wurzeln unmittelbar nach Ende der englischen Kolonialherrschaft 1948, als die Inder begannen, ihren eigenen Whisky zu brennen.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT0046_1.jpg,39,3390,45,60,67,30,9,41,57,https://www.whisky.de/shop/International/Amrut-Indien.html?&searchorigin=2,Single Malt Whisky
Bain's Cape Mountain (Südafrika),40.0,4.0,Südafrika,"Bain's Cape Mountain ist der erste Single Grain Südafrikas. Er ist nach dem Erbauer der Passstraße benannt, an deren Fuß sich die Brennerei befindet.Nach einer dreijährigen Lagerung in First Fill Bourbonfässern wurde der Grain in neue First Fill Bourbonfässer umgefüllt, um dort für weitere 18-30 Monate zu reifen.",Team Spirit Intern. Markengetränke GmbH Hubert-Underberg-Allee 1 47495 Rheinberg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_BAINS0000_1.jpg,6,2790,,,,,,,,https://www.whisky.de/shop/International/Bain-s-Cape-Mountain-Suedafrika.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Grain Whisky
Mackmyra Mack (Schweden),40.0,3.0,Schweden,"Mack bedeutet Moskito, Myra nasser Boden. Beide Begriffe stehen in Schweden für die Orte an Flüssen, an denen Eisenhütten und Walzwerke errichtet wurden. Durch das nasse Gelände schwirrten hier besonders viele Moskitos umher. Die Abfüllung Mackmyra Mack ehrt das Handwerk im Allgemeinen und wurde nur aus schwedischen Zutaten hergestellt.",Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM00MA_1.jpg,1,2890,,,,,,,,https://www.whisky.de/shop/International/Mackmyra-Mack-Schweden.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Rothaus Black Forest Lemberger Finish (Deutschland) 2013/2016,52.1,3.7,Deutschland,Der Vorstand der badischen Staatsbrauerei Rothaus und das Haus Württemberg sind schon lange freundschaftlich verbunden. Nun wurde diese Beziehung zwischen Baden und Württemberg auch in Flaschen gefüllt. Nach zwei Jahren in Bourbonfässern wurde der Rothaus für ein weiteres Jahr in den Fässern des herzoglichen Weinguts Württemberg gereift.,Badische Staatsbrauerei Rothaus AG Rothaus 1 79865 Grafenhausen-Rothaus/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ROTHA0LC0_1.jpg,3,5690,,,,,,,,https://www.whisky.de/shop/International/Rothaus-Black-Forest-Lemberger-Finish-Deutschland-2013-2016.html?force_sid=aacdd1c148b524c7f2bdd4dcecd84235&&searchorigin=2,Single Malt Whisky
Suntory Yamazaki (Japan) 18 Jahre,43.0,4.8,Japan,"Dieser Single Malt Whisky reifte in drei unterschiedlichen Eichenfässern: Amerikanisch, Spanisch und Japanisch. Das macht die Whiskys aus der Suntory-Brennerei unverwechselbar.Das Tal des Yamazaki am Berg Tennozan auf der Insel Honshu war 1923 die Geburtsstätte des japanischen Whiskys.",Beam Suntory UK Ltd. Springburn Bond Carlisle Street Glasgow G21 1EQ/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SUNTOYA18_1.jpg,54,42800,70,68,88,39,6,40,77,https://www.whisky.de/shop/International/Suntory-Yamazaki-Japan-18-Jahre--.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Single Malt Whisky
The New Zealand Diggers & Ditch (Neuseeland),45.0,4.5,Neuseeland,Diggers & Ditch wurde aus The New Zealand Double Wood und einem geheimen tasmanischen Single Malt kreiert.,La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NEWZE0DID_1.jpg,2,8290,,,,,,,,https://www.whisky.de/shop/International/The-New-Zealand-Diggers-Ditch-Neuseeland.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Whisky
Togouchi Premium (Japan),40.0,3.0,Japan,Die japanische Brennerei Chugoku Jozo bietet inzwischen neben Likören und Sake auch Whiskys an. Für den Premium wurden Malts aus Schottland und Grain Whiskys aus Kanada importiert. Der Blend reifte für 5 Jahre in spanischen Eichenfässern.,Bremer Spirituosen Contor GmbH Gisela-Müller-Wolff-Str.7 28197 Bremen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_TOGOU0000_1.jpg,3,4490,,,,,,,,https://www.whisky.de/shop/International/Togouchi-Premium-Japan.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Blended Whisky
Mackmyra Moment Körsbär (Schweden),47.0,,Schweden,"Mackmyra experimentiert bei seinen Whiskys nicht nur mit verschiedensten Fasstypen. Sie setzen auch die für die Branche eher seltenen Sättigungen ein, um den Whisky perfekt auszubalancieren. Körsbar wurde unter anderem in mit Kirschwein und Sherry gesättigten Fässern gereift.Limitiert auf 2.400 Flaschen!Silbermedaille C2C Spirits Cup 2017",Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM0MOK_1.jpg,,11850,,,,,,,,https://www.whisky.de/shop/International/Mackmyra-Moment-Koersbaer-Schweden.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Malt Whisky
Stonewood Drà (Deutschland) 3 Jahre,43.0,2.4,Deutschland,"Seit 1818 werden am Fuße des Naturparks Steinwald Brände aus Obst und Getreide hergestellt. Im 19. Jahrhundert noch als experimentelle Abwandlung des Kornbrands wurde der Whisky in den 50er Jahren unter verschiedenen Namen vermarktet. Damit ist Schraml wohl die erste Brennerei Deutschlands, in der Whisky hergestellt wurde.Drà ist die nordostbayerische Aussprache der Zahl Drei. Der Whisky ist die dritte Abfüllung der Brennerei und wird drei Jahre gereift.",Steinwälder Hausbrennerei Schraml Pfarrgasse 22 92681 Erbendorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_STONE03DR_1.jpg,5,4890,,,,,,,,https://www.whisky.de/shop/International/Stonewood-Dr-Deutschland-3-Jahre.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Single Malt Whisky
Sylter Tide (Deutschland),40.0,2.0,Deutschland,"Der Single Malt Tide wird von der Brennerei 'Die blaue Maus' gebrannt. Die verwendeten Whiskys sind 3 Jahre alt, bevor sie noch für ein 6-monatiges Finish in der Nordsee gelagert werden. In Reichweite treiben auch die zukünftigen Whiskyflaschen in der Strömung. Im Laufe der Zeit sammeln sich so am sandgestrahlten Glas Seepocken, Krabben oder auch kleine Seesterne an.Hinweis: Die Flaschendekoration ist ein Naturprodukt und kann daher vom Foto abweichen!",Sylter Watt Spirituosen & Meer Ebbüll-Siedlung 15 25924 Emmelsbüll-Horsbüll Nordfriesland/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_SYLTE0000_1.jpg,1,16800,,,,,,,,https://www.whisky.de/shop/International/Sylter-Tide-Deutschland.html?force_sid=ce30dcfe8e9c0c517f71acd315a46eae&&searchorigin=2,Single Malt Whisky
Aureum (Deutschland) 5 Jahre,43.0,3.2,Deutschland,"Die Brennerei Ziegler greift auf fast 150 Jahre Brennereierfahrung zurück. Dieses Wissen, heimische Gerste und die besonderen Klima- und Natureinflüsse prägen diesen Single Malt Whisky. Die Hauptreifung erfolgt in neuen Eichen- und Kastanienfässern aus Frankreich mit leichtem Toasting. Die Nachreifung erfolgt in alten Bourbon- und Sherryfässern.",Gebr. J. & M. Ziegler GmbH Hauptstr. 26 97896 Freudenberg/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AUREU0000_1.jpg,18,4990,,,,,,,,https://www.whisky.de/shop/International/Aureum-Deutschland-5-Jahre.html?&searchorigin=2,Single Malt Whisky
J.B.G. Münsterländer Sherry (Deutschland) 2014/2017,43.0,3.0,Deutschland,Für die diesjährige Sherryfassabfüllung seines Single Malts verwendete Magnus Geuting 3 Oloroso und 2 PX Sherryfässer.Limitiert auf 1.692 Flaschen!,Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MUENS0SH0_1.jpg,1,3790,,,,,,,,https://www.whisky.de/shop/International/J-B-G-Muensterlaender-Single-Malt-Deutschland-2014-2017.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Malt Whisky
Amrut Cask Strength (Indien),61.8,4.3,Indien,"Die indische Mythologie berichtet von Göttern und Dämonen, die in der Vorzeit den Ozean mit Hilfe der Berge durchmischten. Auf einmal sprang ein goldener Topf aus dem Wasser, der das Elixier des Lebens enthielt. Diesen nannten sie Amrut.Der Amrut Whisky hat seine Wurzeln unmittelbar nach Ende der englischen Kolonialherrschaft 1948, als die Inder begannen, ihren eigenen Whisky zu brennen.",Amrut Distilleries Ltd. The Grainger Suite  Regent Center Dobson House New Castle Upon Tyne NE3 3PF/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AMRUT00CA_1.jpg,3,4990,59,68,60,4,1,52,65,https://www.whisky.de/shop/International/Amrut-Cask-Strength-Indien--.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Kavalan A&M Set (Taiwan),,,Taiwan,"Das chinesische Symbol Yin und Yang steht für zwei entgegengesetzte und dennoch voneinander abhängige Kräfte. Daran anlehnend wurden diese zwei geschwungenen Karaffen gestaltet. Das Kürzel A&M steht für die zwei Abfüllungen Amontillado und Manzanilla. Beide Single Malts wurden als Einzelfass und in Fassstärke abgefüllt. In dem Set sind eine Flasche Amontillado 0,5L 55,6% vol, eine Flasche Manzanilla 0,5L 57,8% vol, zwei Kristallglasverschlüße und zwei Kristallgläser enthalten. Die Lieferung erfolgt in einer Box aus Edelholz.",King Car Germany GmbH Corneliusstr. 18 40215 Düsseldorf/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_KAVALAMSE_1.jpg,,49800,,,,,,,,https://www.whisky.de/shop/International/Kavalan-A-M-Set-Taiwan.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Finch Classic (Deutschland) 5 Jahre,40.0,3.0,Deutschland,Die schwäbische Brennerei wird von Inhaber und Brennmeister Hans Gerhard Fink geführt. Für die Finch-Whiskys wird Getreide aus eigenem Anbau verwendet. Die Abfüllung Classic wird aus Weizen- und Gerstenmalz hergestellt und mehrfach destilliert.,Hans Gerhard Fink Aicherstr. 7/9 89191 Nellingen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_FINCH00CL_1.jpg,4,3490,50,61,50,61,1,47,63,https://www.whisky.de/shop/International/Finch-Classic-Deutschland-5-Jahre.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Whisky
Omar Bourbon Cask (Taiwan),46.0,3.0,Taiwan,Taiwan war bisher vor allem für die Whiskys von Kavalan bekannt. Nun bekommt das Land Zuwachs von einer weiteren Whiskymarke. Seit 2008 wird in der Nantou Brennerei Single Malt produziert. Der Name Omar kommt eigentlich aus dem Gälischen und bedeutet soviel wie Bernstein.,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_OMAR00BO0_1.jpg,3,6490,,,,,,,,https://www.whisky.de/shop/International/Omar-Bourbon-Cask-Taiwan.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Armorik Classic (Frankreich),46.0,2.9,Frankreich,"Ja, Asterix lebt! Im Land der Bretonen haben sich alte keltische Traditionen gehalten und man stellt auch Single Malt Whisky her. Für diesen besonderen Single Malt Whisky wurden die verschiedenste Fasstypen und Altersstufen vermählt. Mystères de l'âme Celtic.",Distillerie Warenghem Route de Guingamp 22300 Lannion/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ARMOR00CL_1.jpg,11,2990,45,52,60,23,13,49,53,https://www.whisky.de/shop/International/Armorik-Classic-Frankreich--.html?&searchorigin=2,Single Malt Whisky
Armorik Double Matured (Frankreich),46.0,2.8,Frankreich,"Die Brennerei Warenghem verwendet oft bretonische Eichenfässer für die Lagerung ihres Whiskys. Für jede bretonische Eiche, die für ein Fass gefällt wird, lässt Warenghem jedoch 2 neue Bäume pflanzen.Der Double Matured ist eine Kombination aus bretonischen Eichenfässern und Sherryfässern.",Distillerie Warenghem Route de Guingamp 22300 Lannion/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_ARMOR00DO_1.jpg,17,3590,51,63,67,60,2,48,58,https://www.whisky.de/shop/International/Armorik-Double-Matured-Frankreich.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
Penderyn Portwood (Wales),46.0,5.0,Wales,"Der Portwood wurde bereits vor einigen Jahren abgefüllt, damals aber noch mit einem schwächeren Alkoholgehalt von 41% vol. Die jetzige Edition mit 46% vol gewann 2016 eine Goldmedaille bei den World Whisky Masters.",Welsh Whisky Company Penderyn Distillery Pontpren Penderyn CF44 0SX/GB,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PENDE00PO_1.jpg,1,6490,,,,,,,,https://www.whisky.de/shop/International/Penderyn-Portwood-Wales.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
Coillmor Distillers Edition (Deutschland) 2010,46.0,2.5,Deutschland,Die Distillers Edition von Coillmor wurde aus rauchigem Gerstenmalz gebrannt. Anschließend reifte der Malt Whisky über vier Jahre in einem frischen Sherryfass. Limitiert auf 895 Flaschen!,Liebl GmbH Jahnstr. 11-15 93444 Bad Kötzting/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_COILL0DE4_1.jpg,2,4990,,,,,,,,https://www.whisky.de/shop/International/Coillmor-Distillers-Edition-Deutschland-2010.html?force_sid=11aa901d7b73bc28aac3b6caaef6b079&&searchorigin=2,Single Malt Whisky
Mackmyra Skördetid (Schweden),46.1,,Schweden,Die Master Distillerin Angela D'Orazio hat viele Kontakte in die Weinszene. Dementsprechend kreativ und vielseitig sind ihre Fassreifungen. Die Brennerei experimentiert auch viel mit eigenen Sättigungen. Die limitierte Abfüllung Skördetid wurde teilweise in Amarone-Fässern gereift.Goldmedaille C2C Spirits Cup 2017,Mackmyra Svensk Whisky AB Kolonnvägen 2 80267 Gävle/SE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MACKM00SK_1.jpg,,5990,,,,,,,,https://www.whisky.de/shop/International/Mackmyra-Skoerdetid-Schweden.html?force_sid=5674e7dfd959fb7b3a73a05b200a2381&&searchorigin=2,Single Malt Whisky
Akashi Meisei (Japan),40.0,,Japan,Meisei ist eine Kreation aus verschiedenen Malt und Grain Whiskys. Durch die Grainanteile erhielt der Akashi Blend einen angenehm milden Charakter.,Les Whiskies du Monde 77 Avenue Fitzgerald Kennedy 33700 Mérignac/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_AKASH0ME0_1.jpg,,3990,,,,,,,,https://www.whisky.de/shop/International/Akashi-Meisei-Japan.html?&searchorigin=2,Blended Whisky
Belgian Owl (Belgien) 3 Jahre,46.0,3.8,Belgien,Die Owl Brennerei ist schon seit 2004 aktiv. Vor einigen Jahren konnte sie ein Paar der alten Brennblasen von Caperdonich erwerben. Dieser Single Malt wurde schon komplett auf der schottischen Ausrüstung gebrannt.,The Owl Distillery S.A. Hameau de Goreux 7 4347 Fexhe-le Haut-Clocher/BE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_BELOW0300_1.jpg,4,5490,,,,,,,,https://www.whisky.de/shop/International/Belgian-Owl-Belgien.html?&searchorigin=2&force_sid=7c419356230d5392c7ce55d948dde931,Single Malt Whisky
"J.B.G. Münsterländer Sherry 0,2 Liter (Deutschland) 2014/2017",43.0,3.0,Deutschland,Für die diesjährige Sherryfassabfüllung seines Single Malts verwendete Magnus Geuting 3 Oloroso und 2 PX Sherryfässer.In praktischer Probiergröße.,Gutsbrennerei Joh. B. Geuting e.K. Brennereiweg 8 46399 Bocholt/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_MUENS0SH2_1.jpg,1,1490,,,,,,,,https://www.whisky.de/shop/International/J-B-G-Muensterlaender-Single-Malt-0-2-Liter-Deutschland-2014-2017.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Single Malt Whisky
Nikka From the Barrel (Japan),51.4,4.2,Japan,"Ein milder Blend mit Früchten, Gewürzen und einem Hauch Vanille. Inzwischen hat sich Japan eine bemerkenswerte Malt Whisky Herstellung aufgebaut, die sich in der Qualität mit den Schotten messen kann.",La Maison du Whisky 8-10 Rue Gustave Eiffel 92110 Clichy/FR,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_NIKKABARR_1.jpg,17,3590,61,65,75,32,22,41,72,https://www.whisky.de/shop/International/Nikka-From-the-Barrel-Japan---1.html?force_sid=3166103bcd9e375296ece54e3f7c5213&&searchorigin=2,Blended Whisky
Paul John Edited (Indien),46.0,3.8,Indien,"Dieser Single Malt aus Goa wurde in Ex-Bourbonfässern gereift und ist leicht rauchig. Jim Murray verlieh ihm 2014 ganze 96,5 Punkte.",Bremer Spirituosen Contor GmbH Gisela-Müller-Wolff-Str.7 28197 Bremen/DE,https://www.whisky.de/shop/out/pictures/generated/product/1/650_650_75/image_PJOHN00ED_1.jpg,9,3890,52,45,44,7,34,46,54,https://www.whisky.de/shop/International/Paul-John-Edited-Indien.html?force_sid=2685cbe8ddae854513faf2e7c91fa935&&searchorigin=2,Single Malt Whisky
